age,height,weight,size,sex
59.0,64.0,75.0,5,Female
45.0,56.0,105.0,3,Female
58.0,8.0,75.0,3,Female
34.0,88.0,135.0,4,Female
71.0,40.0,0.0,3,Female
19.0,136.0,225.0,3,Female
62.0,24.0,75.0,7,Male
127.0,,45.0,4,Male
49.0,112.0,0.0,2,Female
60.0,0.0,30.0,7,Male
23.0,16.0,60.0,1,Male
62.0,48.0,0.0,2,Male
35.0,112.0,150.0,2,Female
32.0,168.0,150.0,3,Female
38.0,24.0,30.0,7,Male
149.0,40.0,75.0,3,Female
34.0,40.0,150.0,4,Male
97.0,104.0,0.0,3,Female
171.0,88.0,165.0,7,Female
82.0,64.0,120.0,7,Male
52.0,8.0,15.0,4,Male
19.0,88.0,45.0,3,Female
19.0,8.0,0.0,3,Female
76.0,16.0,135.0,1,Female
3.0,24.0,135.0,4,Male
3.0,144.0,135.0,4,Female
23.0,32.0,15.0,5,Female
86.0,16.0,0.0,2,Male
65.0,40.0,180.0,4,Male
51.0,56.0,60.0,1,Female
5.0,48.0,150.0,2,Female
99.0,48.0,150.0,2,Male
35.0,32.0,120.0,5,Female
71.0,88.0,180.0,7,Male
25.0,64.0,15.0,5,Female
128.0,64.0,90.0,7,Female
176.0,40.0,0.0,3,Male
65.0,8.0,180.0,4,Female
22.0,16.0,75.0,2,Female
97.0,24.0,240.0,3,Male
45.0,80.0,105.0,2,Male
22.0,80.0,150.0,2,Female
6.0,128.0,165.0,3,Female
49.0,48.0,75.0,2,Female
65.0,16.0,135.0,1,Male
35.0,16.0,75.0,2,Female
33.0,128.0,165.0,3,Female
71.0,32.0,60.0,5,Male
40.0,104.0,60.0,4,Female
62.0,0.0,150.0,7,Male
35.0,32.0,120.0,5,Female
22.0,16.0,300.0,2,Male
35.0,152.0,240.0,5,Male
6.0,120.0,60.0,7,Male
23.0,0.0,270.0,5,Female
45.0,104.0,360.0,3,Female
15.0,8.0,30.0,4,Female
52.0,40.0,45.0,4,Male
40.0,0.0,105.0,7,Female
22.0,120.0,120.0,5,Male
71.0,56.0,120.0,7,Male
104.0,160.0,60.0,1,Female
169.0,120.0,75.0,5,Female
35.0,80.0,0.0,2,Female
52.0,120.0,15.0,4,Male
22.0,48.0,150.0,2,Male
6.0,72.0,0.0,3,Female
32.0,144.0,150.0,2,Male
5.0,32.0,330.0,7,Male
6.0,24.0,165.0,3,Female
19.0,8.0,225.0,3,Female
19.0,16.0,30.0,2,Male
45.0,56.0,120.0,3,Male
,120.0,210.0,5,Male
45.0,56.0,135.0,3,Female
27.0,24.0,120.0,7,Male
77.0,40.0,30.0,4,Female
250.0,56.0,90.0,7,Female
32.0,56.0,105.0,3,Female
115.0,112.0,105.0,7,Male
40.0,144.0,330.0,4,Female
75.0,80.0,75.0,2,Female
206.0,16.0,120.0,2,Female
93.0,88.0,120.0,7,Male
47.0,40.0,75.0,4,Male
71.0,168.0,0.0,3,Male
254.0,72.0,150.0,3,Male
241.0,40.0,285.0,3,Male
38.0,112.0,150.0,7,Male
5.0,56.0,,1,Female
23.0,0.0,120.0,5,Male
10.0,120.0,210.0,4,Female
73.0,0.0,150.0,7,Female
27.0,32.0,30.0,7,Male
73.0,88.0,60.0,7,Male
35.0,96.0,180.0,5,Female
49.0,80.0,45.0,2,Male
77.0,40.0,45.0,4,Female
23.0,16.0,135.0,1,Male
22.0,112.0,45.0,2,Female
52.0,56.0,180.0,4,Male
59.0,128.0,225.0,3,Male
104.0,56.0,60.0,7,Female
27.0,88.0,150.0,7,Female
71.0,8.0,0.0,3,Male
98.0,40.0,150.0,3,Female
8.0,16.0,150.0,2,Male
45.0,24.0,150.0,3,Male
107.0,152.0,120.0,5,Female
115.0,72.0,180.0,4,Female
82.0,144.0,195.0,7,Female
59.0,128.0,345.0,3,Female
95.0,88.0,15.0,7,Female
150.0,160.0,0.0,3,Female
65.0,16.0,15.0,1,Male
22.0,112.0,0.0,2,Female
98.0,8.0,45.0,3,Female
85.0,72.0,0.0,3,Male
5.0,88.0,30.0,7,Male
106.0,208.0,30.0,7,Male
84.0,120.0,240.0,4,Female
59.0,0.0,210.0,5,Male
65.0,104.0,30.0,4,Male
32.0,8.0,150.0,3,Female
196.0,16.0,0.0,2,Male
85.0,40.0,0.0,3,Male
99.0,48.0,0.0,2,Male
72.0,0.0,330.0,4,Female
35.0,16.0,75.0,2,Female
32.0,72.0,0.0,3,Female
97.0,104.0,135.0,3,Female
51.0,56.0,180.0,1,Female
5.0,16.0,0.0,2,Female
49.0,16.0,75.0,2,Female
13.0,32.0,270.0,5,Male
178.0,16.0,300.0,1,Male
49.0,64.0,255.0,7,Male
176.0,24.0,75.0,3,Male
49.0,88.0,120.0,7,Female
37.0,128.0,135.0,1,Male
111.0,104.0,75.0,3,Female
59.0,136.0,120.0,3,Male
47.0,96.0,120.0,5,Male
49.0,32.0,60.0,5,Male
93.0,16.0,90.0,1,Female
6.0,128.0,0.0,3,Male
97.0,168.0,150.0,3,Female
32.0,88.0,105.0,3,Male
97.0,56.0,105.0,3,Female
62.0,48.0,30.0,2,Male
1.0,64.0,180.0,5,Male
97.0,160.0,105.0,3,Female
37.0,16.0,60.0,1,Male
45.0,56.0,105.0,3,Male
65.0,72.0,180.0,4,Female
195.0,32.0,30.0,7,Female
208.0,104.0,15.0,4,Male
49.0,64.0,150.0,5,Female
98.0,56.0,120.0,3,Male
72.0,104.0,225.0,3,Male
49.0,112.0,30.0,7,Male
72.0,112.0,0.0,2,Female
34.0,72.0,135.0,4,Male
22.0,48.0,0.0,2,Male
49.0,88.0,90.0,7,Female
38.0,56.0,150.0,7,Female
115.0,24.0,30.0,4,Male
47.0,32.0,120.0,5,Male
59.0,64.0,60.0,5,Male
228.0,0.0,60.0,7,Female
23.0,88.0,210.0,1,Female
62.0,80.0,75.0,2,Female
136.0,136.0,330.0,3,Female
65.0,72.0,90.0,4,Male
16.0,64.0,60.0,7,Female
17.0,32.0,75.0,7,Male
109.0,96.0,120.0,5,Female
47.0,120.0,75.0,4,Male
193.0,112.0,435.0,2,Female
133.0,32.0,120.0,5,Male
8.0,80.0,0.0,2,Male
40.0,40.0,135.0,4,Male
33.0,40.0,150.0,3,Female
111.0,8.0,0.0,3,Female
71.0,160.0,60.0,3,Male
59.0,24.0,60.0,3,Male
47.0,64.0,270.0,5,Male
181.0,32.0,75.0,5,Male
180.0,16.0,0.0,2,Female
6.0,88.0,150.0,7,Female
75.0,112.0,150.0,2,Male
71.0,8.0,165.0,3,Female
15.0,40.0,180.0,4,Female
8.0,16.0,150.0,2,Male
89.0,48.0,30.0,2,Female
72.0,40.0,15.0,4,Male
75.0,48.0,75.0,2,Male
51.0,16.0,135.0,1,Female
1.0,64.0,15.0,5,Female
16.0,64.0,180.0,7,Male
85.0,40.0,150.0,3,Male
28.0,40.0,90.0,4,Female
5.0,88.0,210.0,7,Female
52.0,56.0,315.0,4,Male
10.0,56.0,30.0,4,Female
273.0,16.0,75.0,2,Female
83.0,0.0,75.0,5,Female
23.0,16.0,60.0,1,Female
138.0,88.0,270.0,7,Male
75.0,48.0,75.0,2,Female
127.0,136.0,180.0,4,Female
35.0,48.0,75.0,2,Male
71.0,24.0,105.0,3,Female
51.0,128.0,60.0,1,Female
32.0,72.0,75.0,3,Female
157.0,120.0,120.0,5,Male
22.0,112.0,150.0,2,Female
128.0,112.0,90.0,7,Male
71.0,8.0,210.0,3,Male
22.0,16.0,75.0,2,Female
49.0,80.0,75.0,2,Female
71.0,40.0,105.0,3,Female
65.0,56.0,90.0,1,Male
19.0,24.0,105.0,3,Female
16.0,56.0,90.0,7,Male
76.0,16.0,60.0,1,Male
7.0,72.0,0.0,3,Male
22.0,144.0,75.0,2,Female
3.0,8.0,150.0,4,Male
153.0,80.0,0.0,2,Female
102.0,80.0,45.0,2,Female
138.0,112.0,15.0,7,Male
8.0,16.0,150.0,2,Female
188.0,128.0,240.0,3,Male
195.0,64.0,75.0,7,Male
22.0,40.0,180.0,3,Male
214.0,104.0,150.0,3,Female
75.0,80.0,225.0,2,Female
95.0,88.0,255.0,7,Male
15.0,8.0,30.0,4,Female
32.0,56.0,0.0,3,Male
131.0,64.0,60.0,5,Female
59.0,72.0,105.0,3,Female
123.0,40.0,0.0,3,Female
19.0,48.0,0.0,2,Female
11.0,0.0,60.0,5,Female
17.0,56.0,180.0,7,Female
33.0,16.0,135.0,1,Female
104.0,176.0,150.0,7,Male
13.0,32.0,75.0,5,Female
3.0,72.0,90.0,4,Male
22.0,32.0,15.0,5,Male
107.0,32.0,60.0,5,Female
97.0,8.0,105.0,3,Male
35.0,64.0,120.0,5,Female
89.0,80.0,150.0,2,Female
19.0,104.0,150.0,3,Female
19.0,112.0,0.0,2,Female
99.0,16.0,225.0,2,Male
19.0,8.0,150.0,3,Male
60.0,64.0,180.0,7,Male
7.0,56.0,105.0,3,Female
6.0,56.0,105.0,3,Male
104.0,88.0,0.0,7,Male
8.0,80.0,75.0,2,Male
137.0,40.0,105.0,3,Female
19.0,8.0,0.0,3,Female
59.0,56.0,105.0,3,Male
124.0,104.0,150.0,3,Male
98.0,56.0,120.0,3,Female
189.0,88.0,30.0,4,Female
28.0,0.0,45.0,7,Female
28.0,72.0,30.0,4,Male
59.0,88.0,165.0,3,Female
46.0,136.0,150.0,3,Female
176.0,24.0,210.0,3,Female
5.0,16.0,0.0,2,Male
107.0,32.0,120.0,5,Male
19.0,56.0,0.0,3,Female
7.0,104.0,75.0,3,Female
16.0,88.0,15.0,7,Male
52.0,40.0,90.0,4,Female
22.0,80.0,75.0,2,Female
1.0,32.0,60.0,5,Female
47.0,32.0,120.0,5,Male
79.0,16.0,135.0,1,Female
58.0,24.0,120.0,3,Male
169.0,64.0,75.0,5,Male
28.0,136.0,180.0,4,Female
150.0,32.0,60.0,7,Female
188.0,88.0,150.0,3,Male
97.0,56.0,75.0,3,Female
23.0,64.0,180.0,5,Male
61.0,64.0,270.0,5,Male
107.0,0.0,15.0,5,Female
119.0,0.0,210.0,5,Male
37.0,16.0,60.0,1,Female
10.0,56.0,15.0,4,Male
27.0,32.0,60.0,7,Female
112.0,80.0,255.0,2,Male
58.0,56.0,150.0,3,Male
11.0,32.0,120.0,5,Female
15.0,136.0,225.0,4,Male
75.0,16.0,45.0,2,Male
97.0,40.0,45.0,3,Male
106.0,88.0,180.0,7,Male
65.0,16.0,210.0,1,Female
45.0,128.0,0.0,3,Female
73.0,88.0,0.0,7,Male
38.0,144.0,150.0,7,Male
129.0,48.0,150.0,2,Male
83.0,64.0,180.0,5,Male
61.0,120.0,15.0,5,Female
77.0,88.0,30.0,4,Female
241.0,32.0,75.0,5,Female
10.0,56.0,90.0,4,Male
6.0,88.0,105.0,3,Female
139.0,48.0,0.0,2,Female
6.0,24.0,240.0,3,Female
115.0,32.0,150.0,7,Female
61.0,96.0,180.0,5,Female
79.0,56.0,60.0,1,Male
33.0,136.0,360.0,3,Female
49.0,80.0,180.0,2,Female
110.0,8.0,0.0,3,Female
84.0,0.0,90.0,4,Female
77.0,40.0,30.0,4,Male
172.0,88.0,105.0,7,Male
45.0,8.0,105.0,3,Female
73.0,120.0,120.0,7,Male
180.0,144.0,405.0,2,Male
9.0,88.0,210.0,1,Female
75.0,80.0,30.0,2,Male
95.0,96.0,75.0,5,Male
22.0,144.0,225.0,2,Female
34.0,56.0,135.0,4,Female
28.0,8.0,15.0,4,Female
49.0,0.0,120.0,7,Male
19.0,8.0,0.0,3,Female
59.0,72.0,75.0,3,Male
143.0,176.0,75.0,2,Female
32.0,72.0,255.0,3,Male
38.0,24.0,90.0,7,Male
62.0,16.0,75.0,2,Female
166.0,80.0,30.0,2,Male
40.0,88.0,120.0,7,Female
19.0,48.0,255.0,2,Female
37.0,96.0,150.0,5,Male
52.0,88.0,45.0,4,Female
75.0,80.0,75.0,2,Male
203.0,56.0,60.0,1,Female
27.0,24.0,75.0,7,Male
27.0,24.0,60.0,7,Male
45.0,24.0,105.0,3,Male
72.0,48.0,150.0,2,Male
51.0,24.0,60.0,7,Female
89.0,80.0,30.0,2,Female
38.0,24.0,30.0,7,Female
46.0,24.0,120.0,3,Male
15.0,24.0,30.0,4,Male
35.0,48.0,0.0,2,Male
3.0,72.0,90.0,4,Male
110.0,8.0,105.0,3,Male
61.0,96.0,180.0,5,Female
169.0,0.0,60.0,5,Male
90.0,16.0,210.0,1,Male
59.0,40.0,180.0,3,Female
8.0,144.0,75.0,2,Male
83.0,32.0,75.0,5,Male
115.0,56.0,90.0,7,Male
6.0,120.0,30.0,7,Female
164.0,40.0,45.0,4,Female
37.0,152.0,270.0,5,Male
51.0,56.0,60.0,1,Female
109.0,64.0,15.0,5,Female
253.0,64.0,15.0,5,Female
19.0,80.0,255.0,2,Female
180.0,48.0,75.0,2,Male
7.0,24.0,30.0,3,Female
40.0,72.0,30.0,4,Female
28.0,24.0,90.0,4,Female
169.0,32.0,105.0,5,Female
23.0,64.0,180.0,5,Male
116.0,144.0,0.0,2,Male
90.0,120.0,45.0,4,Male
71.0,32.0,315.0,5,Male
22.0,16.0,45.0,2,Female
17.0,176.0,375.0,7,Female
241.0,32.0,75.0,5,Female
19.0,48.0,0.0,2,Male
58.0,72.0,0.0,3,Female
72.0,56.0,90.0,4,Male
59.0,88.0,210.0,4,Male
59.0,96.0,210.0,5,Male
109.0,88.0,135.0,4,Male
22.0,56.0,45.0,4,Male
51.0,24.0,60.0,7,Female
84.0,56.0,105.0,3,Male
62.0,16.0,75.0,2,Male
35.0,48.0,0.0,2,Male
247.0,48.0,75.0,2,Female
7.0,40.0,165.0,3,Male
146.0,56.0,210.0,4,Female
85.0,72.0,30.0,3,Female
82.0,32.0,120.0,7,Male
137.0,8.0,75.0,3,Male
5.0,32.0,120.0,7,Female
37.0,128.0,135.0,1,Female
49.0,80.0,0.0,2,Male
72.0,72.0,45.0,4,Male
99.0,48.0,75.0,2,Male
52.0,72.0,90.0,4,Male
33.0,72.0,120.0,3,Male
215.0,72.0,255.0,3,Male
20.0,24.0,0.0,3,Female
19.0,8.0,75.0,3,Female
35.0,48.0,75.0,2,Female
49.0,48.0,75.0,2,Male
84.0,56.0,120.0,3,Female
51.0,56.0,105.0,1,Female
19.0,56.0,75.0,3,Female
59.0,40.0,150.0,3,Female
82.0,88.0,0.0,7,Male
116.0,144.0,180.0,2,Male
9.0,88.0,135.0,1,Female
59.0,16.0,75.0,2,Male
35.0,32.0,60.0,5,Female
33.0,72.0,150.0,3,Female
90.0,40.0,180.0,4,Male
3.0,24.0,135.0,4,Female
115.0,32.0,150.0,7,Male
51.0,16.0,105.0,1,Female
20.0,136.0,150.0,3,Female
32.0,104.0,75.0,3,Female
19.0,72.0,45.0,3,Female
45.0,216.0,405.0,2,Male
33.0,72.0,105.0,3,Male
71.0,136.0,150.0,3,Female
143.0,16.0,0.0,2,Male
202.0,8.0,225.0,3,Female
23.0,16.0,135.0,1,Female
124.0,40.0,180.0,3,Male
159.0,72.0,45.0,4,Male
59.0,32.0,60.0,5,Male
77.0,8.0,105.0,4,Male
35.0,64.0,180.0,5,Female
45.0,112.0,105.0,2,Female
19.0,112.0,0.0,2,Male
28.0,176.0,60.0,7,Male
47.0,56.0,90.0,4,Male
32.0,128.0,0.0,3,Male
273.0,80.0,0.0,2,Female
23.0,64.0,0.0,5,Female
10.0,8.0,30.0,4,Male
228.0,72.0,75.0,3,Female
49.0,56.0,300.0,7,Female
23.0,56.0,60.0,1,Male
77.0,168.0,30.0,4,Female
149.0,88.0,165.0,3,Male
129.0,80.0,75.0,2,Male
22.0,48.0,30.0,2,Male
49.0,0.0,60.0,7,Female
128.0,32.0,75.0,7,Female
17.0,64.0,90.0,7,Male
6.0,8.0,60.0,3,Male
33.0,136.0,0.0,3,Female
84.0,168.0,90.0,4,Male
9.0,16.0,15.0,1,Female
85.0,96.0,15.0,5,Male
10.0,88.0,135.0,4,Male
84.0,24.0,75.0,3,Male
84.0,104.0,150.0,3,Female
85.0,8.0,0.0,3,Male
131.0,64.0,120.0,5,Male
139.0,16.0,75.0,2,Male
35.0,120.0,120.0,5,Female
104.0,0.0,165.0,7,Male
6.0,56.0,240.0,3,Male
7.0,72.0,120.0,3,Female
62.0,176.0,60.0,7,Male
25.0,96.0,15.0,5,Male
59.0,8.0,150.0,3,Male
59.0,16.0,0.0,2,Male
89.0,48.0,75.0,2,Female
127.0,24.0,15.0,7,Female
22.0,216.0,150.0,2,Male
149.0,8.0,165.0,3,Male
261.0,32.0,150.0,7,Female
59.0,16.0,0.0,2,Female
19.0,72.0,285.0,3,Female
178.0,16.0,210.0,1,Male
111.0,8.0,0.0,3,Female
38.0,0.0,150.0,7,Male
84.0,24.0,240.0,3,Female
5.0,48.0,45.0,2,Male
123.0,56.0,105.0,3,Male
19.0,16.0,210.0,1,Male
22.0,80.0,75.0,2,Female
22.0,80.0,195.0,2,Male
27.0,0.0,195.0,7,Female
22.0,24.0,135.0,4,Female
5.0,48.0,195.0,2,Female
40.0,8.0,135.0,4,Female
109.0,96.0,15.0,5,Male
19.0,16.0,150.0,2,Female
71.0,136.0,240.0,3,Male
9.0,128.0,135.0,1,Male
71.0,32.0,30.0,7,Female
162.0,56.0,0.0,3,Female
104.0,144.0,30.0,7,Male
109.0,120.0,30.0,4,Male
11.0,96.0,315.0,5,Male
121.0,16.0,60.0,1,Female
110.0,200.0,240.0,3,Female
71.0,8.0,0.0,3,Female
121.0,136.0,90.0,4,Male
62.0,16.0,60.0,1,Male
110.0,72.0,75.0,3,Male
72.0,120.0,270.0,4,Female
35.0,64.0,75.0,5,Female
8.0,80.0,75.0,2,Male
23.0,16.0,15.0,1,Male
58.0,8.0,105.0,3,Female
156.0,80.0,120.0,2,Female
22.0,24.0,360.0,4,Female
45.0,40.0,0.0,3,Male
46.0,40.0,120.0,3,Male
45.0,72.0,150.0,3,Female
61.0,0.0,75.0,5,Female
228.0,64.0,90.0,7,Male
102.0,40.0,90.0,4,Female
22.0,56.0,90.0,4,Female
86.0,48.0,30.0,2,Male
138.0,24.0,15.0,7,Male
155.0,96.0,75.0,5,Male
89.0,112.0,75.0,2,Male
189.0,104.0,45.0,4,Female
75.0,144.0,225.0,2,Male
22.0,80.0,75.0,2,Male
28.0,40.0,60.0,4,Male
59.0,64.0,150.0,5,Male
139.0,112.0,105.0,2,Male
5.0,48.0,0.0,2,Male
184.0,56.0,105.0,4,Female
62.0,16.0,0.0,2,Male
208.0,104.0,30.0,4,Male
5.0,56.0,15.0,1,Male
27.0,88.0,60.0,7,Female
33.0,160.0,60.0,1,Female
35.0,80.0,75.0,2,Male
37.0,16.0,60.0,1,Female
83.0,32.0,270.0,5,Female
97.0,40.0,75.0,3,Male
107.0,0.0,75.0,5,Female
72.0,104.0,150.0,3,Female
38.0,88.0,195.0,7,Female
128.0,56.0,90.0,7,Male
7.0,24.0,165.0,3,Female
33.0,56.0,210.0,1,Female
90.0,128.0,60.0,1,Male
143.0,64.0,120.0,5,Male
28.0,112.0,15.0,7,Male
75.0,184.0,150.0,2,Male
15.0,88.0,30.0,4,Male
152.0,40.0,45.0,4,Male
10.0,136.0,90.0,4,Male
8.0,80.0,75.0,2,Female
52.0,168.0,255.0,4,Female
40.0,72.0,180.0,4,Female
32.0,8.0,75.0,3,Female
22.0,64.0,165.0,7,Male
49.0,88.0,15.0,7,Female
23.0,56.0,105.0,1,Male
35.0,120.0,60.0,5,Female
121.0,24.0,135.0,4,Female
35.0,152.0,15.0,5,Male
35.0,96.0,150.0,5,Female
102.0,104.0,90.0,4,Male
32.0,104.0,75.0,3,Male
33.0,56.0,135.0,1,Female
49.0,144.0,255.0,2,Male
40.0,40.0,30.0,4,Female
89.0,80.0,75.0,2,Male
32.0,48.0,45.0,2,Female
189.0,200.0,120.0,3,Female
11.0,32.0,45.0,5,Female
22.0,48.0,150.0,2,Female
131.0,64.0,120.0,5,Male
61.0,32.0,210.0,5,Female
193.0,16.0,120.0,2,Female
99.0,16.0,45.0,2,Female
19.0,16.0,120.0,2,Male
20.0,88.0,105.0,3,Male
37.0,128.0,105.0,1,Male
72.0,104.0,150.0,3,Male
61.0,96.0,255.0,5,Female
45.0,224.0,105.0,3,Male
49.0,80.0,255.0,2,Male
97.0,88.0,0.0,3,Male
258.0,72.0,210.0,4,Male
107.0,16.0,15.0,1,Female
71.0,56.0,195.0,7,Female
35.0,16.0,75.0,2,Female
35.0,120.0,240.0,5,Female
38.0,64.0,90.0,7,Female
109.0,32.0,60.0,5,Male
112.0,16.0,0.0,2,Male
109.0,64.0,15.0,5,Female
22.0,24.0,45.0,4,Male
37.0,88.0,60.0,1,Male
32.0,80.0,0.0,2,Male
205.0,32.0,285.0,5,Female
35.0,16.0,75.0,2,Male
160.0,88.0,75.0,7,Male
260.0,80.0,255.0,2,Female
85.0,56.0,105.0,3,Female
84.0,24.0,30.0,4,Male
59.0,56.0,0.0,3,Female
22.0,8.0,105.0,3,Male
71.0,8.0,105.0,3,Male
5.0,112.0,105.0,2,Female
139.0,88.0,405.0,7,Male
65.0,56.0,135.0,1,Female
23.0,16.0,135.0,1,Male
49.0,144.0,45.0,2,Male
90.0,88.0,60.0,1,Male
6.0,24.0,105.0,3,Male
59.0,8.0,0.0,3,Female
20.0,8.0,150.0,3,Male
45.0,72.0,75.0,3,Male
32.0,56.0,75.0,3,Male
65.0,224.0,255.0,4,Female
40.0,56.0,105.0,7,Male
84.0,88.0,75.0,3,Female
72.0,56.0,45.0,3,Male
62.0,16.0,285.0,1,Female
149.0,8.0,150.0,3,Female
82.0,32.0,15.0,7,Male
203.0,120.0,180.0,5,Female
1.0,0.0,45.0,5,Male
124.0,56.0,45.0,3,Female
95.0,32.0,45.0,5,Female
22.0,16.0,15.0,1,Male
75.0,48.0,75.0,2,Female
59.0,112.0,30.0,2,Female
106.0,88.0,105.0,7,Male
95.0,64.0,105.0,5,Male
176.0,8.0,180.0,3,Female
15.0,40.0,30.0,4,Male
71.0,32.0,15.0,5,Female
3.0,144.0,135.0,4,Female
86.0,48.0,75.0,2,Female
27.0,64.0,255.0,7,Female
58.0,72.0,0.0,3,Male
107.0,64.0,15.0,5,Male
181.0,0.0,105.0,5,Male
73.0,32.0,120.0,7,Male
35.0,64.0,75.0,5,Female
155.0,64.0,90.0,5,Female
62.0,144.0,255.0,2,Male
71.0,8.0,75.0,3,Male
83.0,32.0,60.0,5,Female
45.0,24.0,120.0,3,Male
25.0,32.0,210.0,5,Male
104.0,176.0,15.0,7,Male
71.0,152.0,120.0,5,Female
71.0,104.0,0.0,3,Female
22.0,16.0,105.0,1,Female
109.0,32.0,120.0,5,Male
60.0,24.0,30.0,7,Male
38.0,64.0,315.0,7,Male
84.0,24.0,165.0,3,Male
51.0,56.0,90.0,1,Male
72.0,192.0,90.0,4,Male
71.0,216.0,210.0,5,Male
59.0,32.0,180.0,5,Male
19.0,24.0,75.0,3,Female
75.0,112.0,150.0,2,Male
28.0,56.0,45.0,7,Female
84.0,56.0,90.0,4,Female
115.0,72.0,180.0,4,Female
40.0,112.0,60.0,7,Male
65.0,16.0,60.0,1,Male
51.0,88.0,60.0,1,Male
7.0,24.0,75.0,3,Female
62.0,144.0,60.0,7,Female
60.0,144.0,60.0,7,Female
20.0,56.0,75.0,3,Female
7.0,40.0,225.0,3,Female
65.0,16.0,60.0,1,Male
71.0,0.0,60.0,7,Male
34.0,40.0,150.0,4,Male
118.0,16.0,60.0,1,Male
28.0,88.0,135.0,4,Male
89.0,16.0,0.0,2,Female
71.0,184.0,75.0,5,Male
85.0,32.0,120.0,5,Male
246.0,120.0,135.0,4,Male
45.0,80.0,105.0,2,Female
156.0,48.0,75.0,2,Male
8.0,48.0,330.0,2,Male
20.0,40.0,0.0,3,Male
131.0,64.0,15.0,5,Male
59.0,56.0,150.0,3,Female
121.0,64.0,105.0,5,Male
62.0,112.0,255.0,2,Female
37.0,16.0,60.0,1,Male
62.0,80.0,75.0,2,Male
117.0,32.0,60.0,7,Male
127.0,112.0,15.0,7,Male
62.0,48.0,30.0,2,Female
5.0,88.0,60.0,1,Female
34.0,8.0,75.0,4,Male
32.0,160.0,0.0,3,Female
93.0,56.0,60.0,1,Male
71.0,0.0,180.0,5,Female
47.0,64.0,210.0,5,Female
28.0,144.0,75.0,7,Female
9.0,16.0,210.0,1,Female
110.0,56.0,0.0,3,Male
75.0,16.0,0.0,2,Female
102.0,192.0,180.0,4,Female
19.0,112.0,75.0,2,Male
49.0,80.0,75.0,2,Female
33.0,104.0,0.0,3,Female
5.0,16.0,75.0,2,Male
51.0,88.0,15.0,7,Female
93.0,56.0,75.0,7,Male
139.0,176.0,225.0,2,Female
11.0,32.0,105.0,5,Male
60.0,56.0,15.0,7,Male
119.0,64.0,15.0,5,Female
38.0,112.0,30.0,7,Male
45.0,16.0,45.0,2,Female
58.0,104.0,120.0,3,Male
121.0,56.0,60.0,1,Male
176.0,8.0,0.0,3,Male
160.0,56.0,135.0,1,Male
38.0,176.0,195.0,7,Female
115.0,88.0,405.0,7,Female
149.0,8.0,150.0,3,Male
13.0,0.0,120.0,5,Male
22.0,16.0,45.0,2,Male
126.0,80.0,225.0,2,Male
58.0,128.0,0.0,3,Male
60.0,56.0,60.0,7,Female
8.0,80.0,150.0,2,Male
1.0,120.0,120.0,5,Female
97.0,56.0,0.0,3,Female
75.0,16.0,0.0,2,Female
47.0,0.0,45.0,5,Female
17.0,88.0,30.0,7,Female
46.0,72.0,165.0,3,Male
172.0,32.0,120.0,7,Male
6.0,144.0,330.0,7,Female
8.0,48.0,0.0,2,Female
52.0,136.0,0.0,4,Male
150.0,0.0,210.0,7,Female
84.0,24.0,165.0,3,Male
72.0,104.0,255.0,4,Female
123.0,56.0,30.0,3,Male
83.0,96.0,120.0,5,Male
33.0,88.0,60.0,3,Female
19.0,88.0,75.0,3,Female
38.0,144.0,150.0,7,Male
45.0,8.0,165.0,3,Male
58.0,24.0,0.0,3,Female
84.0,32.0,120.0,7,Male
184.0,56.0,135.0,4,Female
233.0,24.0,135.0,4,Female
22.0,48.0,300.0,2,Male
107.0,96.0,60.0,5,Female
52.0,88.0,15.0,4,Female
95.0,0.0,210.0,7,Female
1.0,32.0,180.0,5,Male
45.0,16.0,30.0,2,Male
89.0,48.0,75.0,2,Male
45.0,8.0,0.0,3,Female
6.0,8.0,165.0,3,Male
9.0,16.0,60.0,1,Male
40.0,168.0,180.0,4,Male
65.0,56.0,135.0,4,Male
267.0,56.0,75.0,3,Female
176.0,160.0,30.0,3,Male
119.0,152.0,75.0,5,Male
82.0,88.0,30.0,7,Male
182.0,24.0,30.0,7,Female
1.0,64.0,15.0,5,Female
28.0,104.0,15.0,4,Male
83.0,32.0,45.0,5,Female
22.0,88.0,105.0,7,Female
97.0,24.0,75.0,3,Female
19.0,40.0,75.0,3,Female
28.0,120.0,195.0,7,Female
59.0,96.0,120.0,5,Female
150.0,56.0,0.0,3,Female
19.0,72.0,75.0,3,Female
17.0,0.0,60.0,7,Female
33.0,40.0,75.0,3,Female
32.0,48.0,0.0,2,Female
45.0,16.0,150.0,2,Male
71.0,56.0,195.0,7,Male
49.0,16.0,0.0,2,Male
221.0,40.0,120.0,4,Male
49.0,80.0,75.0,2,Female
22.0,112.0,330.0,2,Female
85.0,8.0,120.0,3,Male
23.0,16.0,60.0,1,Female
49.0,80.0,150.0,2,Female
23.0,0.0,120.0,5,Male
5.0,88.0,180.0,1,Male
127.0,120.0,45.0,4,Male
32.0,48.0,0.0,2,Male
20.0,104.0,75.0,3,Male
59.0,80.0,150.0,2,Male
28.0,64.0,75.0,7,Male
59.0,88.0,0.0,3,Female
97.0,96.0,15.0,5,Female
62.0,80.0,255.0,2,Female
136.0,56.0,60.0,1,Female
102.0,72.0,135.0,4,Female
247.0,16.0,45.0,2,Male
58.0,40.0,75.0,3,Female
